0.114	0.180	0.222
2.276	0.200	0.348
5.725	0.120	0.231
8.462	0.240	0.299
16.634	0.560	4.411
20.447	0.160	0.622
23.623	0.180	2.750
28.983	0.120	2.135
36.088	0.140	0.284
38.960	0.260	2.420
44.887	2.320	0.791
48.553	0.800	9.009
59.906	0.180	9.290
69.337	0.140	0.618
79.773	0.120	0.226
88.985	0.140	0.251
91.810	0.240	0.440
94.097	0.160	11.749
96.330	1.200	1.963
98.525	0.340	12.648
119.734	0.420	0.305
129.897	0.500	2.119
143.555	0.080	0.238
146.733	0.360	15.117
149.967	0.220	2.885
152.653	0.180	0.210
155.665	0.160	3.871
158.329	0.500	4.704
163.566	0.120	0.312
179.353	0.120	14.546
183.972	0.160	0.246
188.643	0.080	17.367
193.580	0.120	0.794
196.559	0.180	0.252
198.817	0.100	18.754
201.019	0.080	0.106
206.193	0.100	0.260
222.858	0.100	13.038
232.601	0.140	8.430
239.266	0.300	0.232
242.112	0.220	17.955
244.783	0.260	0.592
248.445	0.080	11.168
264.173	0.100	0.436
267.843	0.080	0.254
280.064	0.080	0.453
286.382	0.120	0.354
290.288	0.080	10.559
294.664	0.100	1.552
299.833	0.080	12.832
305.742	0.140	1.560
311.516	0.540	3.611
315.186	0.100	1.538
317.373	0.080	16.005
326.045	0.200	5.035
328.316	0.120	0.245
339.652	0.140	1.009
345.819	0.220	8.117
349.351	0.100	4.783
351.772	0.140	13.922
353.993	0.600	4.668
357.659	0.220	0.375
361.998	0.080	0.811
379.248	0.100	10.897
381.451	0.180	0.235
384.849	0.160	1.133
388.597	0.120	0.278
394.792	0.280	3.318
401.438	0.400	0.182
404.205	0.380	1.984
407.941	0.120	7.210
417.129	0.200	0.252
433.982	0.220	0.967
436.193	0.080	0.250
440.136	0.240	2.946
442.426	0.220	0.222
458.089	0.120	0.834
474.817	0.540	2.044
492.684	0.300	0.286
497.337	0.160	1.809
499.589	0.100	7.586
509.754	1.920	0.128
515.432	0.220	0.287
522.627	0.100	2.987
527.513	0.080	0.464
537.989	0.220	2.736
544.946	0.120	0.294
547.749	0.180	1.527
550.442	0.500	9.642
553.327	0.120	1.986
555.569	0.120	0.427
557.780	0.080	9.118
563.700	0.120	0.251
569.217	0.100	13.820
573.969	0.100	0.247
579.150	0.100	2.354
595.024	0.140	13.713
600.709	0.100	10.020
602.972	0.080	0.258
605.166	0.100	0.758
610.503	0.100	8.732
616.990	0.140	0.495
619.869	0.400	1.370
624.690	0.220	0.354
635.793	0.100	2.679
652.795	0.100	17.697
668.973	0.100	16.546
673.272	0.320	0.294
681.106	0.120	15.041
694.549	0.160	3.142
699.394	0.100	0.640
701.702	0.160	0.674
703.948	0.100	12.158
707.620	0.240	0.494
715.412	0.120	11.285
717.692	0.200	0.996
736.640	0.140	0.475
746.422	0.080	0.874
751.585	0.140	0.510
763.867	0.120	0.597
772.048	0.120	12.029
778.232	0.120	0.275
780.926	0.200	1.929
790.767	0.080	0.225
795.458	0.120	1.369
797.637	0.220	0.315
810.286	0.160	0.252
812.449	0.400	6.528
822.834	0.120	5.221
827.786	0.160	0.268
835.500	0.200	0.229
844.207	0.120	10.060
848.591	0.220	0.293
852.328	0.080	11.752
867.967	0.400	2.368
880.905	0.120	13.648
884.182	0.220	0.315
893.991	0.160	0.294
902.750	0.120	0.513
921.670	0.540	0.396
925.398	0.760	0.511
928.823	0.300	0.326
941.902	0.100	15.517
948.403	0.300	2.593
955.191	0.140	0.624
962.359	0.200	1.042
965.751	0.180	0.254
969.646	0.220	0.220
974.389	0.440	0.935
979.571	0.160	0.290
981.742	0.140	0.246
990.221	0.340	1.430
992.570	0.280	0.378
1004.937	0.100	0.226
1008.878	0.120	0.723
1026.387	0.140	0.249
1035.064	0.220	0.279
1038.360	0.140	0.426
1049.310	0.180	0.365
1055.415	0.200	13.679
1064.946	0.200	0.245
1070.723	0.800	2.845
1098.083	0.180	2.461
1103.503	0.160	15.124
1105.705	0.120	4.522
1110.695	0.120	10.620
1114.518	0.300	1.654
1117.688	0.140	5.462
1128.880	0.840	2.951
1145.637	0.080	16.546
1149.308	0.120	10.347
1152.255	0.080	0.566
1154.444	0.100	0.225
1158.846	0.460	2.178
1166.217	0.140	0.257
1174.937	0.120	0.279
1177.890	0.180	0.229
1182.994	0.140	0.290
1186.667	0.100	2.327
1190.479	0.080	1.962
1196.789	0.220	2.659
1200.597	0.060	14.309
1207.811	0.360	3.878
1211.153	0.100	8.264
1214.950	0.080	12.792
1223.176	0.080	5.124
1229.848	0.080	4.374
1232.163	0.180	0.250
1234.403	0.140	0.306
1240.576	0.260	0.773
1250.447	0.180	0.362
1252.841	0.120	11.423
1261.007	0.620	0.147
1267.456	0.160	0.422
1271.270	0.080	0.252
1273.491	0.120	0.266
1278.662	0.280	1.984
1286.914	1.580	1.007
1289.778	0.120	0.935
1295.050	0.500	5.029
1298.796	0.140	2.016
1307.466	0.080	0.260
1314.155	0.160	0.165
1318.127	0.140	0.236
1328.869	0.100	16.996
1336.133	0.180	0.317
1341.925	0.080	0.326
1345.769	0.700	0.292
1348.453	0.200	2.863
1350.863	0.100	18.910
1386.609	1.220	2.316
1389.271	0.320	0.436
1406.935	0.140	11.222
1412.366	0.120	4.860
1420.724	0.140	0.249
1423.039	0.780	1.337
1426.309	0.160	0.483
1428.480	0.140	4.402
1432.514	0.120	0.250
1442.174	0.200	0.331
1450.350	0.140	0.260
1455.716	0.100	10.636
1461.394	0.140	18.963
1471.684	0.200	19.783
1478.347	0.080	0.112
1486.224	0.280	5.906
1498.018	0.200	0.598
1500.216	0.160	0.367
1508.389	0.220	0.412
1513.705	0.120	0.502
1515.885	0.160	0.850
1523.527	0.080	16.356
1528.913	0.140	0.248
1532.726	0.120	0.673
1541.125	0.120	0.824
1544.600	0.280	1.772
1550.404	0.200	0.223
1555.171	0.860	7.780
1561.971	0.160	11.154
1564.155	0.120	15.077
1577.839	0.120	0.235
1580.885	1.940	0.895
1583.549	0.120	12.400
1588.759	0.160	1.370
1592.622	0.080	16.546
1602.033	0.880	0.829
1608.262	0.160	0.962
1618.933	1.180	0.300
1625.279	0.100	2.240
1632.882	0.140	1.914
1636.602	0.240	0.256
1640.409	0.480	2.258
1644.183	0.220	0.326
1647.868	0.080	10.636
1651.186	0.140	3.006
1655.084	0.120	1.747
1658.807	0.100	0.277
1667.035	0.140	0.702
1669.741	0.300	0.322
1677.122	0.220	5.892
1689.618	0.280	11.790
1692.288	0.500	0.457
1697.047	0.100	0.247
1709.546	0.100	12.881
1711.809	0.220	9.966
1715.033	0.140	0.926
1723.252	0.120	1.876
1727.014	2.340	4.865
1729.965	1.400	0.857
1732.404	0.260	8.130
1744.232	0.440	1.629
1752.104	0.260	8.814
1757.818	0.220	3.411
1759.992	0.380	0.712
1782.721	0.280	0.441
1789.380	0.080	7.509
1793.554	0.080	1.310
1797.227	0.100	1.864
1801.026	0.120	0.421
1807.432	2.200	2.208
1812.202	0.480	1.238
1814.372	0.140	0.389
1829.100	0.220	0.220
1837.864	0.220	18.084
1845.064	0.160	0.243
1850.316	0.200	0.220
1860.194	0.120	0.225
1869.798	0.160	0.325
1876.513	0.240	0.600
1880.186	0.100	0.281
1885.352	0.100	0.323
1887.883	0.180	0.700
1893.358	0.240	2.466
1897.327	0.840	0.439
1903.213	0.080	15.855
1916.360	0.240	0.413
1921.104	0.100	9.756
1926.218	0.080	0.178
1929.393	0.100	18.145
1933.109	0.360	4.626
1935.388	0.740	1.957
1942.158	0.100	0.886
1945.981	0.100	3.542
1948.292	0.780	1.526
1951.464	0.240	1.045
1959.640	0.080	6.776
1966.323	0.120	0.411
1970.188	0.100	0.255
1976.061	0.120	2.200
1984.783	0.120	5.320
1989.478	1.100	0.725
1994.172	0.220	0.962
1996.843	0.260	0.340
2005.502	0.220	0.237
2012.189	0.220	0.444
2016.352	0.440	0.937
2029.556	0.100	3.597
2039.738	0.180	1.148
2043.714	0.220	0.282
2047.108	0.180	0.250
2049.394	0.100	3.944
2054.038	0.120	0.705
2057.878	0.300	0.290
2061.715	0.460	1.170
2064.917	0.540	7.603
2068.778	0.120	0.253
2071.455	0.080	12.889
2079.158	0.120	7.849
2081.960	0.100	14.955
2091.212	0.880	1.147
