0.116	1.784
3.953	11.055
9.810	14.919
14.152	23.923
20.100	7.562
29.934	17.569
36.836	17.864
47.790	1.158
53.124	0.897
58.955	4.795
60.862	2.966
63.203	5.565
69.707	2.562
75.043	1.217
79.469	3.328
81.313	1.104
89.214	0.329
94.074	3.046
96.405	0.262
100.735	3.054
102.704	0.241
110.190	0.643
116.132	9.235
121.983	0.578
127.813	0.309
156.758	0.245
164.233	15.383
167.716	2.511
180.549	1.478
182.392	0.127
188.803	0.957
193.137	0.279
195.485	0.269
197.313	2.688
202.158	0.374
205.635	3.272
207.469	0.778
210.309	0.700
218.646	10.312
223.473	15.874
232.824	7.211
243.656	0.354
247.685	0.236
256.537	1.963
262.923	0.117
273.264	0.911
283.125	2.845
288.497	0.295
299.885	18.136
306.749	0.122
311.578	0.129
328.912	17.078
331.284	0.374
334.665	7.290
341.044	19.765
343.384	0.267
348.216	1.678
365.625	12.022
371.010	4.987
372.847	21.649
377.680	0.573
391.086	5.304
393.418	0.241
398.319	0.913
401.658	0.260
419.340	0.263
424.260	17.836
428.604	1.282
430.997	1.381
436.359	0.327
440.197	3.274
444.049	16.133
452.005	0.276
458.890	0.372
467.740	13.688
470.143	12.388
471.988	0.918
475.820	0.425
477.733	0.289
490.920	1.967
497.322	0.320
502.672	0.241
511.548	1.054
526.385	3.682
530.217	5.729
538.181	5.056
551.569	9.632
553.536	12.911
555.383	2.729
557.281	4.426
560.728	1.771
564.567	2.075
566.415	23.321
581.253	1.746
583.099	7.324
584.931	2.867
593.811	0.273
601.158	0.328
604.992	0.771
611.894	17.112
618.125	0.195
624.468	0.238
627.799	3.672
636.641	0.396
638.470	0.239
640.298	0.428
644.649	0.252
658.025	6.076
660.504	0.242
666.766	0.180
671.616	0.195
690.124	1.556
691.982	2.250
696.313	20.602
700.251	0.223
710.171	21.886
712.024	1.266
716.859	0.396
723.214	0.306
727.553	0.314
736.384	21.379
739.790	0.447
748.174	15.074
751.574	11.794
753.408	20.066
759.250	5.114
761.101	0.638
768.931	0.626
773.260	0.380
775.145	18.531
786.116	0.556
794.062	4.391
800.395	1.184
806.786	1.154
817.182	22.128
819.038	4.863
826.371	1.902
828.844	14.756
832.681	0.265
834.517	2.117
839.857	4.014
847.788	8.736
856.203	0.295
858.070	1.702
862.904	2.006
864.731	0.229
867.736	21.722
871.109	0.502
876.507	9.853
887.848	0.826
897.781	1.024
903.636	1.482
906.981	0.258
910.314	0.421
928.105	0.188
930.437	0.229
941.269	8.305
946.599	4.129
948.930	0.507
952.872	1.176
959.220	18.158
961.549	19.975
974.889	6.333
982.817	6.101
993.735	0.377
999.685	0.261
1001.511	0.131
1014.846	0.647
1017.197	17.420
1019.538	0.914
1021.615	23.376
1031.478	1.548
1051.695	0.242
1057.072	15.612
